0.40519,0.14765,0.00036,0.03083,-297.59
0.40470,0.14715,-1.25399,-3.77624,3.67
0.39922,0.12660,-1.23483,-3.68572,17.64
0.39598,0.11124,-1.15491,-3.41338,12.03
0.39434,0.10162,-1.09667,-3.21026,4.52
0.39358,0.09586,-1.06806,-3.09985,-0.88
0.39334,0.09157,-1.06004,-3.05554,-1.90
0.39335,0.08882,-1.05423,-3.01875,-4.72
0.39337,0.08627,-1.05853,-3.01481,-4.70
0.39338,0.08456,-1.06095,-3.00467,-6.99
0.39328,0.08259,-1.07159,-3.02101,-6.50
0.39308,0.08118,-1.07860,-3.02494,-8.67
0.39276,0.07935,-1.09354,-3.05446,-7.81
0.39231,0.07709,-1.10349,-3.06994,-7.11
0.39178,0.07457,-1.10926,-3.07359,-6.77
0.39114,0.07102,-1.11254,-3.07374,-3.69
0.39044,0.06765,-1.10187,-3.03080,-4.71
0.38974,0.06460,-1.09482,-2.99877,-5.56
0.38887,0.06174,-1.09132,-2.97600,-6.78
0.38790,0.05803,-1.09259,-2.97168,-3.96
0.38686,0.05456,-1.08148,-2.92835,-5.22
0.38571,0.05051,-1.07576,-2.90425,-3.21
0.38453,0.04595,-1.06118,-2.85638,-1.23
0.38333,0.04207,-1.03833,-2.78049,-3.70
0.38205,0.03787,-1.02643,-2.74055,-2.06
0.38071,0.03419,-1.00797,-2.67770,-4.26
0.37927,0.03006,-0.99950,-2.64802,-2.34
0.37777,0.02638,-0.98319,-2.59207,-4.21
0.37622,0.02221,-0.97520,-2.56525,-1.80
0.37459,0.01755,-0.95735,-2.51103,0.01
0.37298,0.01361,-0.93225,-2.43207,-2.33
0.37136,0.00935,-0.91766,-2.38883,-0.14
0.36979,0.00470,-0.89381,-2.32170,2.25
0.36831,0.00081,-0.86021,-2.22300,0.22
0.36683,-0.00333,-0.83612,-2.15698,2.36
0.36545,-0.00686,-0.80333,-2.06363,1.06
0.36406,-0.01078,-0.77699,-1.99418,3.65
0.36271,-0.01415,-0.74055,-1.89247,2.19
0.36139,-0.01792,-0.71118,-1.81728,5.14
0.36019,-0.02116,-0.66979,-1.70586,4.48
0.35905,-0.02387,-0.63242,-1.60658,3.80
0.35803,-0.02627,-0.59858,-1.52038,4.44
0.35710,-0.02850,-0.56270,-1.43039,5.34
0.35627,-0.03061,-0.52376,-1.33360,6.34
0.35559,-0.03167,-0.48144,-1.22545,4.32
0.35500,-0.03287,-0.44848,-1.14950,6.40
0.35454,-0.03340,-0.40737,-1.04899,5.49
0.35423,-0.03424,-0.37063,-0.96577,8.02
0.35409,-0.03448,-0.32365,-0.85208,7.44
0.35413,-0.03415,-0.27988,-0.74871,7.06
0.35433,-0.03346,-0.23837,-0.65275,7.02
0.35466,-0.03252,-0.19783,-0.55935,6.86
0.35514,-0.03056,-0.15882,-0.46875,4.58
0.35566,-0.02872,-0.13054,-0.40910,4.66
0.35623,-0.02625,-0.10275,-0.34850,2.81
0.35680,-0.02332,-0.08391,-0.31203,1.06
0.35733,-0.02102,-0.07329,-0.29868,1.82
0.35787,-0.01844,-0.05983,-0.27497,0.71
0.35839,-0.01559,-0.05170,-0.26531,-0.46
0.35892,-0.01348,-0.04869,-0.27084,0.95
0.35949,-0.01111,-0.03956,-0.25738,0.33
0.36009,-0.00933,-0.03321,-0.25197,1.45
0.36071,-0.00715,-0.02224,-0.23148,0.35
0.36135,-0.00460,-0.01634,-0.22482,-0.82
0.36193,-0.00272,-0.01584,-0.23327,0.08
0.36246,-0.00054,-0.01193,-0.22942,-1.27
0.36294,0.00106,-0.01412,-0.24303,-0.48
0.36333,0.00302,-0.01350,-0.24578,-2.11
0.36364,0.00443,-0.02021,-0.26968,-1.44
0.36390,0.00535,-0.02404,-0.28464,-0.60
0.36412,0.00679,-0.02452,-0.28808,-2.25
0.36425,0.00783,-0.03242,-0.31292,-1.86
0.36433,0.00846,-0.03862,-0.33255,-1.18
0.36439,0.00883,-0.04181,-0.34322,-0.68
0.36441,0.00904,-0.04292,-0.34719,-0.58
0.36442,0.00918,-0.04367,-0.34990,-0.50
0.36442,0.00926,-0.04408,-0.35151,-0.43
0.36442,0.00932,-0.04421,-0.35226,-0.39
0.36442,0.00935,-0.04414,-0.35237,-0.35
0.36439,0.00938,-0.04414,-0.35206,-0.59
0.36437,0.00940,-0.04504,-0.35479,-0.46
0.36428,0.00940,-0.04574,-0.35579,-0.87
0.36416,0.00940,-0.04840,-0.36219,-1.08
0.36401,0.00936,-0.05201,-0.37126,-1.14
0.36379,0.00930,-0.05610,-0.38112,-1.37
0.36355,0.00920,-0.06119,-0.39390,-1.43
0.36324,0.00907,-0.06670,-0.40738,-1.63
0.36292,0.00890,-0.07287,-0.42350,-1.41
0.36260,0.00871,-0.07790,-0.43669,-1.21
0.36225,0.00850,-0.08207,-0.44719,-1.29
0.36191,0.00830,-0.08631,-0.45870,-1.03
0.36155,0.00724,-0.08935,-0.46738,0.91
0.36122,0.00643,-0.08396,-0.45074,0.48
0.36090,0.00592,-0.08054,-0.43980,-0.17
0.36062,0.00561,-0.07978,-0.43732,-0.35
0.36031,0.00539,-0.07998,-0.43723,-0.73
0.35998,0.00523,-0.08188,-0.44210,-0.94
0.35964,0.00423,-0.08462,-0.45025,0.98
0.35928,0.00347,-0.07928,-0.43342,0.28
0.35895,0.00299,-0.07696,-0.42569,-0.24
0.35858,0.00269,-0.07717,-0.42486,-0.84
0.35822,0.00247,-0.07987,-0.43184,-0.92
0.35785,0.00228,-0.08285,-0.43985,-0.93
0.35748,0.00210,-0.08580,-0.44801,-0.91
0.35710,0.00193,-0.08854,-0.45580,-0.86
0.35672,0.00177,-0.09098,-0.46295,-0.80
0.35638,0.00076,-0.09279,-0.46991,1.51
0.35609,-0.00001,-0.08442,-0.44670,1.26
0.35585,-0.00046,-0.07724,-0.42688,0.66
0.35563,-0.00069,-0.07275,-0.41492,0.20
0.35537,-0.00079,-0.07060,-0.40904,-0.38
0.35512,-0.00084,-0.07096,-0.41073,-0.47
0.35483,-0.00089,-0.07194,-0.41362,-0.76
0.35451,-0.00093,-0.07428,-0.42031,-0.90
0.35417,-0.00100,-0.07726,-0.42879,-0.94
0.35385,-0.00109,-0.08016,-0.43772,-0.66
0.35350,-0.00120,-0.08191,-0.44303,-0.73
0.35318,-0.00130,-0.08373,-0.44918,-0.49
0.35288,-0.00141,-0.08439,-0.45227,-0.35
0.35258,-0.00150,-0.08433,-0.45345,-0.27
0.35230,-0.00157,-0.08389,-0.45364,-0.24
0.35206,-0.00162,-0.08306,-0.45341,0.02
0.35182,-0.00166,-0.08124,-0.44987,-0.12
0.35157,-0.00167,-0.08006,-0.44808,-0.22
0.35129,-0.00167,-0.07959,-0.44764,-0.54
0.35102,-0.00167,-0.08044,-0.45139,-0.47
0.35074,-0.00168,-0.08093,-0.45415,-0.41
0.35044,-0.00171,-0.08137,-0.45615,-0.62
0.35015,-0.00174,-0.08260,-0.46093,-0.48
0.34983,-0.00178,-0.08335,-0.46382,-0.63
0.34953,-0.00182,-0.08462,-0.46871,-0.46
0.34924,-0.00188,-0.08502,-0.47128,-0.34
0.34895,-0.00193,-0.08488,-0.47239,-0.28
0.34868,-0.00198,-0.08445,-0.47272,-0.26
0.34844,-0.00201,-0.08369,-0.47272,-0.00
0.34820,-0.00204,-0.08194,-0.46941,-0.14
0.34799,-0.00204,-0.08061,-0.46783,0.02
0.34776,-0.00203,-0.07880,-0.46428,-0.17
0.34753,-0.00201,-0.07791,-0.46322,-0.30
0.34729,-0.00199,-0.07765,-0.46384,-0.38
0.34704,-0.00198,-0.07777,-0.46546,-0.42
0.34679,-0.00198,-0.07809,-0.46760,-0.44
0.34653,-0.00199,-0.07851,-0.46996,-0.44
0.34626,-0.00200,-0.07893,-0.47234,-0.43
0.34600,-0.00117,-0.07943,-0.47409,-2.44
0.34570,-0.00057,-0.08855,-0.50194,-2.00
0.34537,-0.00027,-0.09556,-0.52392,-1.31
0.34504,-0.00016,-0.09938,-0.53679,-0.81
0.34472,-0.00014,-0.10089,-0.54315,-0.49
0.34442,-0.00102,-0.10077,-0.54581,1.73
0.34413,-0.00167,-0.09123,-0.51953,1.14
0.34392,-0.00201,-0.08409,-0.50105,0.87
0.34376,-0.00217,-0.07818,-0.48628,0.58
0.34358,-0.00222,-0.07381,-0.47525,0.08
0.34342,-0.00220,-0.07161,-0.47080,0.00
0.34323,-0.00130,-0.07014,-0.46690,-2.34
0.34298,-0.00063,-0.07892,-0.49350,-2.09
0.34269,-0.00028,-0.08654,-0.51677,-1.50
0.34238,-0.00013,-0.09146,-0.53224,-1.04
0.34207,-0.00010,-0.09424,-0.54166,-0.72
0.34176,-0.00012,-0.09548,-0.54677,-0.50
0.34147,-0.00016,-0.09571,-0.54905,-0.38
0.34118,-0.00020,-0.09532,-0.54965,-0.31
0.34094,-0.00023,-0.09440,-0.54940,-0.03
0.34073,-0.00025,-0.09219,-0.54555,0.09
0.34051,-0.00025,-0.08961,-0.54005,-0.13
0.34031,-0.00022,-0.08788,-0.53746,-0.03
0.34010,-0.00019,-0.08595,-0.53364,-0.25
0.33988,-0.00015,-0.08511,-0.53273,-0.40
0.33967,-0.00011,-0.08478,-0.53371,-0.23
0.33945,-0.00009,-0.08388,-0.53249,-0.39
0.33924,-0.00007,-0.08356,-0.53339,-0.24
0.33902,-0.00006,-0.08275,-0.53230,-0.41
0.33882,-0.00004,-0.08256,-0.53345,-0.26
0.33863,-0.00004,-0.08168,-0.53265,-0.18
0.33844,-0.00003,-0.08044,-0.53084,-0.15
0.33827,0.00084,-0.07920,-0.52810,-2.19
0.33806,0.00149,-0.08675,-0.55188,-1.77
0.33784,0.00184,-0.09233,-0.57013,-1.12
0.33761,0.00201,-0.09492,-0.57974,-0.66
0.33736,0.00209,-0.09561,-0.58333,-0.62
0.33710,0.00213,-0.09615,-0.58636,-0.59
0.33687,0.00214,-0.09634,-0.58893,-0.31
0.33663,0.00214,-0.09543,-0.58783,-0.41
0.33638,0.00214,-0.09501,-0.58803,-0.47
0.33616,0.00215,-0.09471,-0.58912,-0.27
0.33592,0.00214,-0.09364,-0.58747,-0.41
0.33568,0.00215,-0.09327,-0.58770,-0.50
0.33547,0.00215,-0.09315,-0.58915,-0.30
0.33523,0.00215,-0.09230,-0.58801,-0.45
0.33503,0.00215,-0.09196,-0.58879,-0.29
0.33480,0.00215,-0.09108,-0.58749,-0.46
0.33459,0.00215,-0.09082,-0.58841,-0.31
0.33440,0.00215,-0.08986,-0.58742,-0.24
0.33422,0.00215,-0.08857,-0.58545,-0.21
0.33401,0.00217,-0.08739,-0.58316,-0.47
0.33382,0.00219,-0.08723,-0.58423,-0.37
0.33364,0.00306,-0.08673,-0.58340,-2.37
0.33339,0.00369,-0.09502,-0.60854,-2.15
0.33313,0.00403,-0.10209,-0.63082,-1.35
0.33281,0.00417,-0.10586,-0.64247,-1.29
0.33250,0.00422,-0.10918,-0.65329,-0.95
0.33219,0.00420,-0.11089,-0.65958,-0.72
0.33186,0.00415,-0.11169,-0.66279,-0.83
0.33155,0.00411,-0.11279,-0.66739,-0.63
0.33125,0.00405,-0.11292,-0.66936,-0.51
0.33097,0.00400,-0.11250,-0.66980,-0.45
0.33069,0.00396,-0.11179,-0.66949,-0.44
0.33043,0.00394,-0.11101,-0.66895,-0.44
0.33013,0.00392,-0.11046,-0.66846,-0.71
0.32985,0.00391,-0.11097,-0.67147,-0.61
0.32954,0.00389,-0.11122,-0.67314,-0.80
0.32924,0.00387,-0.11214,-0.67727,-0.64
0.32892,0.00383,-0.11255,-0.67937,-0.80
0.32859,0.00380,-0.11370,-0.68351,-0.88
0.32824,0.00375,-0.11521,-0.68868,-0.91
0.32792,0.00369,-0.11662,-0.69418,-0.65
0.32758,0.00362,-0.11701,-0.69632,-0.75
0.32724,0.00356,-0.11786,-0.69975,-0.81
0.32692,0.00350,-0.11873,-0.70388,-0.58
0.32659,0.00344,-0.11872,-0.70501,-0.70
0.32628,0.00339,-0.11905,-0.70771,-0.52
0.32595,0.00334,-0.11874,-0.70807,-0.68
0.32562,0.00330,-0.11916,-0.71044,-0.77
0.32528,0.00326,-0.12000,-0.71401,-0.82
0.32493,0.00322,-0.12104,-0.71813,-0.83
0.32457,0.00316,-0.12214,-0.72242,-0.83
0.32418,0.00310,-0.12340,-0.72661,-1.07
0.32380,0.00304,-0.12556,-0.73387,-0.93
0.32342,0.00296,-0.12703,-0.73929,-0.83
0.32304,0.00288,-0.12799,-0.74336,-0.76
0.32267,0.00280,-0.12861,-0.74655,-0.72
0.32231,0.00272,-0.12903,-0.74921,-0.70
0.32191,0.00266,-0.12953,-0.75155,-0.94
0.32153,0.00260,-0.13094,-0.75703,-0.82
0.32115,0.00253,-0.13174,-0.76085,-0.74
0.32078,0.00246,-0.13213,-0.76358,-0.69
0.32039,0.00240,-0.13249,-0.76567,-0.92
0.32000,0.00235,-0.13371,-0.77072,-0.79
0.31959,0.00228,-0.13450,-0.77404,-0.96
0.31920,0.00222,-0.13586,-0.77955,-0.80
0.31879,0.00215,-0.13663,-0.78286,-0.95
0.31836,0.00208,-0.13808,-0.78808,-1.02
0.31792,0.00201,-0.13986,-0.79427,-1.05
0.31748,0.00192,-0.14174,-0.80074,-1.04
